iter	MAE
343	0.07787029269
344	0.07783201153
345	0.07771160614
346	0.07764849263
347	0.0776373217
348	0.0773307559
349	0.07689150519
350	0.07659541762
351	0.07640875535
352	0.07620402943
353	0.07609786688
354	0.0760142486
355	0.07595309306
356	0.07589770268
357	0.0758540152
358	0.07585388966
359	0.07585378923
360	0.07585370888
361	0.07585364489
362	0.07585362353
363	0.0758536068
364	0.07585309439
365	0.07585304617
366	0.07585300825
367	0.07585278344
368	0.07585084584
369	0.07585068685
370	0.07585065354
371	0.0758506269
372	0.07585060693
373	0.07585007472
374	0.07584996106
375	0.07584992042
376	0.07584949933
377	0.07584942935
378	0.07584937432
379	0.07584934161
380	0.07584931545
381	0.07584929451
382	0.07584927974
383	0.07584901984
384	0.07584897823
385	0.07584895724
386	0.07584894044
387	0.07584892701
388	0.07584891626
389	0.0758489078
390	0.07584890452
391	0.07582183716
392	0.07578839316
393	0.07572428158
394	0.0756729926
395	0.07567264593
396	0.07563545681
397	0.07558444187
398	0.07557133147
399	0.07556084315
400	0.07555245249
401	0.07554573997
402	0.07554036995
403	0.07553607393
404	0.07553263712
405	0.07552988767
406	0.07552816664
407	0.07551248772
408	0.0755097026
409	0.07549596266
410	0.07549327093
411	0.07543846922
412	0.0754141841
413	0.07540157793
414	0.07540048052
415	0.0753996026
416	0.07539890053
417	0.07539833838
418	0.07538911343
419	0.07538886369
420	0.0753886639
421	0.07538850406
422	0.0753883762
423	0.0753882739
424	0.07538819207
425	0.0753881266
426	0.07538807423
427	0.07538803233
428	0.07538799881
429	0.07538797199
430	0.07538795054
431	0.07538793338
432	0.07538791965
433	0.07538791267
434	0.0753878943
435	0.07538788078
436	0.07538786751
437	0.07538785753
438	0.07538784602
439	0.07538784243
440	0.07538783667
441	0.07538783138
442	0.07538782745
443	0.07538782577
444	0.0753878211
445	0.07538781979
446	0.07538781668
447	0.07538781569
448	0.0753878149
449	0.07538781465
450	0.07538781334
451	0.0753614578
452	0.07534037337
453	0.07532609664
454	0.07485801657
455	0.07422940161
456	0.07381501696
457	0.07372454921
458	0.07342689565
459	0.07339967642
460	0.07337540017
461	0.07335597917
462	0.07334044237
463	0.07332801293
464	0.07331806937
465	0.07331011453
466	0.07330375066
467	0.07329865956
468	0.07329458679
469	0.07329132887
470	0.07328872253
471	0.07328663746
472	0.0732849694
473	0.07328363496
474	0.0732825674
475	0.07328171336
476	0.07328103012
477	0.07328048353
478	0.07328004626
479	0.07327969645
480	0.07327941659
481	0.07327919271
482	0.0732790136
483	0.07327887032
484	0.07327875601
485	0.07318060006
486	0.07287304155
487	0.07283405955
488	0.07270971817
489	0.07265366831
490	0.0726005813
491	0.07256465645
492	0.07255915368
493	0.07255226198
494	0.07255172275
495	0.0725512915
496	0.07255099807
497	0.07251925457
498	0.07247768713
499	0.07244443418
500	0.07240610538
501	0.07239489073
502	0.07239127234
503	0.07238011721
504	0.07237119928
505	0.07235967344
506	0.07235446735
507	0.07235030364
508	0.07234454438
509	0.0723118748
510	0.07229078695
511	0.07227391667
512	0.07226042045
513	0.07224962347
514	0.07224098589
515	0.07223523492
516	0.07222738615
517	0.07222111714
518	0.07219701702
519	0.0721932037
520	0.07219094171
521	0.07218834396
522	0.07218711984
523	0.07218614865
524	0.07218470867
525	0.07218355668
526	0.0721826351
527	0.072181898
528	0.07218154097
529	0.07218095433
530	0.07218048503
531	0.07218010958
532	0.07217980942
533	0.07217969388
534	0.0721794527
535	0.07217926738
536	0.07216112013
537	0.07214660741
538	0.07191482005
539	0.07172939017
540	0.07158104625
541	0.07146237111
542	0.07136743101
543	0.07129147892
544	0.07123071725
545	0.07118210791
546	0.07114322107
547	0.07088398682
548	0.07067659942
549	0.07051068949
550	0.07037796154
551	0.07027177919
552	0.0701868333
553	0.07011887659
554	0.07006451123
555	0.07002101893
556	0.0699862251
557	0.06995839003
558	0.06993612198
559	0.06991830754
560	0.06990405598
561	0.06989265474
562	0.06988353375
563	0.06987623695
564	0.06987039951
565	0.06986572956
566	0.0698619936
567	0.06985900484
568	0.06985661382
569	0.06985470101
570	0.06985317076
571	0.06985194656
572	0.0698509672
573	0.06985018372
574	0.06984955693
575	0.06984905549
576	0.06984865435
577	0.06984833343
578	0.0698480767
579	0.06984787131
580	0.069847707
581	0.06984757556
582	0.06984747373
583	0.06950641935
584	0.06932160344
585	0.06910989322
586	0.06901787569
587	0.06898700582
588	0.06895784318
589	0.06893116349
590	0.06883946051
591	0.06876609813
592	0.06870740822
593	0.0686604563
594	0.06862289476
595	0.06859284553
596	0.06856880615
597	0.06854957464
598	0.06853418943
599	0.06852188127
600	0.06851203474
601	0.06850415751
602	0.06849785573
603	0.0684928143
604	0.06848878117
605	0.06848555465
606	0.06848297344
607	0.06848090848
608	0.0684792565
609	0.06847793492
610	0.06847687766
611	0.06847603185
612	0.0684753552
613	0.06847481388
614	0.06847438083
615	0.06847403438
616	0.06847375723
617	0.0684735355
618	0.06847335813
619	0.06847321622
620	0.0684731027
621	0.06847301188
622	0.06847293923
623	0.0684728811
624	0.0684728346
625	0.0684727974
626	0.06847277272
627	0.06825313282
628	0.0682396275
629	0.06822882356
630	0.06779815645
631	0.06765120905
632	0.06753365112
633	0.06743960478
634	0.06736436771
635	0.06730417805
636	0.06725602633
637	0.06721750495
638	0.06718668785
639	0.06716203416
640	0.06714231121
641	0.06712653286
642	0.06711391017
643	0.06710381202
644	0.0670957335
645	0.06708927069
646	0.06708410044
647	0.06707996426
648	0.06707665531
649	0.06707400815
650	0.06707189042
651	0.06707019623
652	0.06706884089
653	0.06706775661
654	0.06706688919
655	0.06706619525
656	0.0670656401
657	0.06706519598
658	0.06706484069
659	0.06706455645
660	0.06706432906
661	0.06706414715
662	0.06706400162
663	0.0670638852
664	0.06706379206
665	0.06706371755
666	0.06706365794
667	0.06706361025
668	0.0670635721
669	0.06706354158
670	0.06706351743
671	0.06688780513
672	0.06687700509
673	0.066586851
674	0.06647672547
675	0.06638862505
676	0.06631814472
677	0.06626176045
678	0.06621665304
679	0.06618056711
680	0.06615169837
681	0.06612860337
682	0.06611012737
683	0.06609534658
684	0.06608352194
685	0.06607406223
686	0.06606649446
687	0.06606044024
688	0.06605559687
689	0.06605172217
690	0.06604862243
691	0.06604614264
692	0.0660441588
693	0.06604257173
694	0.06604130208
695	0.06604028635
696	0.06603947377
697	0.06603882371
698	0.06603830366
699	0.06603788762
700	0.06603755479
701	0.06603728852
702	0.06603707551
703	0.0660369051
704	0.06603676877
705	0.06603665971
706	0.06603657246
707	0.06603650266
708	0.06603644682
709	0.06603640215
710	0.06603636641
711	0.06603634228
712	0.06595233615
713	0.06594934409
714	0.06594695245
715	0.06575439302
716	0.0657310759
717	0.0657124222
718	0.06569749924
719	0.06568556087
720	0.06567601017
721	0.06566836962
722	0.06566225717
723	0.06565736722
724	0.06565345525
725	0.06565032568
726	0.06564782203
727	0.0656458191
728	0.06564421676
729	0.06564293489
730	0.06564190939
731	0.065641089
732	0.06564043269
733	0.06563990765
734	0.06563948761
735	0.06563915159
736	0.06563888276
737	0.06563866771
738	0.06563849566
739	0.06563835802
740	0.06563824791
741	0.06563815982
742	0.06563808935
743	0.06563803298
744	0.06563798788
745	0.06563795385
746	0.06559452062
747	0.06558105133
748	0.0655419962
749	0.06554197867
750	0.06554196731
751	0.06550722766
752	0.0654856704
753	0.06474338697
754	0.06467167011
755	0.06463225642
756	0.06453028122
757	0.06449203749
758	0.06442699696
759	0.06438251928
760	0.06437033247
761	0.06434896491
762	0.06434830389
763	0.06434777508
764	0.06434735202
765	0.06434701358
766	0.06434674283
767	0.06434652623
768	0.06434635294
769	0.06434621432
770	0.06434610342
771	0.0643460147
772	0.06434594372
773	0.06434588694
774	0.06434584151
775	0.06434581072
776	0.06432913336
777	0.06419847516
778	0.06418908339
779	0.06417662067
780	0.06416666502
781	0.06414386992
782	0.06412563383
783	0.06411205445
784	0.06400758776
785	0.06392401535
786	0.06391424269
787	0.0639048349
788	0.06389730867
789	0.06389128829
790	0.06388647244
791	0.06388261977
792	0.06387953763
793	0.06387707191
794	0.06387509935
795	0.06387352129
796	0.06387225884
797	0.06387126223
798	0.06387050567
799	0.06385104717
800	0.06254032339
801	0.06149175858
802	0.06148395385
803	0.06147771383
804	0.06147272181
805	0.0614687282
806	0.06146553333
807	0.06145659179
808	0.0614545482
809	0.0614529135
810	0.0614464958
811	0.06144545063
812	0.06144461474
813	0.06143985673
814	0.06143932274
815	0.06143889585
816	0.06143528158
817	0.06143500932
818	0.06143479183
819	0.06143199835
820	0.0614318601
821	0.06143174982
822	0.06142956473
823	0.06142949509
824	0.06142944089
825	0.06141508306
826	0.06141335772
827	0.06141197854
828	0.06141165709
829	0.06141163233
830	0.06141162116
831	0.06141137359
832	0.06139926882
833	0.06139925489
834	0.06139878124
835	0.06056180461
836	0.06055211438
837	0.05988251001
838	0.0598825155
839	0.05934685795
840	0.05927102437
841	0.05926330219
842	0.05925699389
843	0.05925194725
844	0.05924791258
845	0.05924684734
846	0.05909982753
847	0.05909339791
848	0.05891775441
849	0.05885866664
850	0.05882097629
851	0.05849446407
852	0.05847365477
853	0.05820797014
854	0.05818386857
855	0.05818301149
856	0.05817262058
857	0.05813956827
858	0.05813952341
859	0.05813948753
860	0.05813945882
861	0.05813943586
862	0.05813941748
863	0.05813940279
864	0.05813939103
865	0.05813938223
866	0.05813938016
867	0.05813934095
868	0.05811807801
869	0.05808579195
870	0.05806934873
871	0.05805619415
872	0.05804567049
873	0.05803725156
874	0.05803051641
875	0.0580251283
876	0.05802081781
877	0.05801736942
878	0.0580146107
879	0.05801240373
880	0.05801063815
881	0.05800922569
882	0.05800809572
883	0.05800719174
884	0.05800646856
885	0.05800589027
886	0.05798627552
887	0.05798498569
888	0.05796344257
889	0.05793881524
890	0.05778277711
891	0.05777327727
892	0.05776654114
893	0.05776548489
894	0.05766375487
895	0.05758237085
896	0.05751726363
897	0.05746517786
898	0.05742350924
899	0.05739017434
900	0.05736350643
901	0.05734217542
902	0.05733934243
903	0.05714397109
904	0.0571433371
905	0.0571428305
906	0.05714242584
907	0.05714212086
908	0.05713578888
909	0.05695680333
910	0.05694525189
911	0.05693601073
912	0.05692934896
913	0.05692925186
914	0.05678606143
915	0.05667151155
916	0.05657987165
917	0.05650655973
918	0.05644791019
919	0.05640099057
920	0.05636345487
921	0.05633342672
922	0.05633311786
923	0.05632415822
924	0.05632177916
925	0.05632175412
926	0.0563217341
927	0.05632171807
928	0.05632171069
929	0.05632010602
930	0.05630572484
931	0.05629917916
932	0.0562939426
933	0.05628975336
934	0.05628640197
935	0.05628372086
936	0.05628157597
937	0.05627986005
938	0.05627848761
939	0.05627143615
940	0.05624769953
941	0.05622871023
942	0.05621351921
943	0.05620423172
944	0.05619568371
945	0.05618926314
946	0.05618187224
947	0.05617900811
948	0.05617673721
949	0.05617319394
950	0.05617307847
951	0.05617298751
952	0.05616417014
953	0.0561640862
954	0.05616249549
955	0.05616088694
956	0.05616031489
957	0.05615887366
958	0.05610134771
959	0.05609710205
960	0.05608466769
961	0.05608223055
962	0.0560802683
963	0.05607118865
964	0.05606392493
965	0.05605811396
966	0.05605346559
967	0.05605280508
968	0.0560492116
969	0.05604633682
970	0.05604403737
971	0.05604376291
972	0.05604248656
973	0.05593201519
974	0.05576734642
975	0.0557347276
976	0.05573289261
977	0.05573142462
978	0.05573025023
979	0.05572931071
980	0.05572855953
981	0.05546733104
982	0.05523707148
983	0.05521523236
984	0.05521462753
985	0.05520347669
986	0.05520306751
987	0.05519414433
988	0.05519386593
989	0.05518672666
990	0.05518101572
991	0.05518084729
992	0.05499997927
993	0.05499540576
994	0.05499174884
995	0.05499163342
996	0.05499154186
997	0.05499146861
998	0.05499141001
999	0.05499136313
1000	0.05499132562
1001	0.05499129562
1002	0.05499127162
1003	0.05499125242
1004	0.05499123705
1005	0.05499122572
1006	0.05497272047
1007	0.0549621943
1008	0.05495377336
1009	0.0549470366
1010	0.0549416472
1011	0.05493733568
1012	0.05493388646
1013	0.05493112709
1014	0.05492891967
1015	0.05492715388
1016	0.05492574125
1017	0.05492461114
1018	0.05492370706
1019	0.05492298379
1020	0.05492240517
1021	0.05492194228
1022	0.05492157197
1023	0.05492127572
1024	0.05492103872
1025	0.05492084912
1026	0.05492069744
1027	0.05492057748
1028	0.05478783064
1029	0.05478740876
1030	0.05478707547
1031	0.05477910294
1032	0.05477272491
1033	0.05476943873
1034	0.05476652804
1035	0.05476416701
1036	0.05476415259
1037	0.05468837544
